vehicle_year_name,vehicle_style,site_rating,vehicle_price,vehicle_mileage,vehicle_location,vehicle_ext_color,vehicle_int_color,vehicle_accident_count,vehicle_title_type,vehicle_mpg,vehicle_transmission,vehicle_fuel_type,vehicle_options_level,vehicle_engine,vehicle_drive_type,vehicle_usage_type
2018 Hyundai Santa Fe Sport,2.0T Ultimate FWD,Great Price,"$25,000 ","26,608","Siloam Springs, AR",Serrano Red,Beige,0 reported accidents,Clean,20 cty / 27 hwy,Automatic,Gas,Fully Loaded,2.0L Inline-4 Gas Turbocharged,FWD,Fleet or Mixed Use
2017 Nissan Rogue Sport,SL FWD,Fair Price,"$19,590 ","13,862","Oklahoma City, OK",Palatial Ruby,Charcoal,0 reported accidents,Clean,25 cty / 32 hwy,Automatic,Gas,Minimal Options,2.0L Inline-4 Gas,FWD,Personal or Rental Use
2019 GMC Terrain,SLE FWD,Great Price,"$20,210 ","30,135","Yukon, OK",Graphite Gray Metallic,Jet Black,0 reported accidents,Clean,26 cty / 30 hwy,Automatic,Gas,Fully Loaded,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2018 Honda CR-V,EX-L FWD,Fair Price,"$24,300 ","40,010","Yukon, OK",Gray,Black,0 reported accidents,Clean,28 cty / 34 hwy,Automatic,Gas,NA,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2015 Jeep Wrangler,Unlimited Sport,Great Price,"$22,600 ","133,728","Dallas, TX",Black Clearcoat,Black,0 reported accidents,Clean,16 cty / 21 hwy,Automatic,Gas,Well Equipped,3.6L V-6 Gas,4WD,Personal or Rental Use
2017 Acura MDX,SH-AWD,Fair Price,"$29,990 ","33,768","Oklahoma City, OK",Crystal Black Pearl,Black,0 reported accidents,Clean,18 cty / 26 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,AWD,Personal or Rental Use
2019 Toyota Highlander,LE V6 AWD,Fair Price,"$26,924 ","31,828","Broken Arrow, OK",Predawn Gray Mica,Black,0 reported accidents,Clean,19 cty / 26 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,AWD,Fleet or Mixed Use
2018 Mercedes-Benz GLA,GLA 250 FWD,Great Price,"$23,981 ","21,759","Euless, TX",Night Black,Gla250,0 reported accidents,Clean,24 cty / 33 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2012 Honda Pilot,EX-L with Rear Entertainment System FWD,Fair Price,"$16,590 ","94,471","Oklahoma City, OK",Gray,Beige,0 reported accidents,Clean,18 cty / 25 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2017 Honda HR-V,EX AWD CVT,Fair Price,"$16,590 ","79,790","Oklahoma City, OK",Blue,Gray,0 reported accidents,Clean,27 cty / 31 hwy,Automatic,Gas,Standard,1.8L Inline-4 Gas,AWD,Personal or Rental Use
2016 Jeep Grand Cherokee,Overland 4WD,Fair Price,"$29,990 ","26,669","Oklahoma City, OK",Brilliant Black Crystal Pearlcoat,Light Frost/Brown,0 reported accidents,Clean,18 cty / 25 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,4WD,Personal or Rental Use
2016 Ford Explorer,Limited 4WD,Fair Price,"$21,480 ","75,136","Yukon, OK",Shadow Black,Ebony Black,0 reported accidents,Clean,16 cty / 23 hwy,Automatic,Gas,Minimal Options,3.5L V-6 Gas,4WD,Fleet or Mixed Use
2017 Mercedes-Benz GLE,GLE 350 SUV RWD,Great Price,"$26,981 ","52,373","Euless, TX",Gray Metallic,Gle350,1 reported accidents,Clean,18 cty / 23 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,RWD,Personal or Rental Use
2018 Honda HR-V,LX AWD CVT,Fair Price,"$17,510 ","23,513","Yukon, OK",White Orchid Pearl,Gray,0 reported accidents,Clean,27 cty / 31 hwy,Automatic,Gas,NA,1.8L Inline-4 Gas,AWD,Fleet or Mixed Use
2013 Ford Escape,SEL FWD,Excellent Price,"$8,999 ","118,664","Tulsa, OK",Tuxedo Black,Charcoal Black,0 reported accidents,Clean,23 cty / 33 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Fleet or Mixed Use
2012 Jeep Wrangler,Unlimited Sport 4WD,Fair Price,"$22,990 ","100,965","Oklahoma City, OK",Bright Silver Metallic,Black Interior,0 reported accidents,Clean,16 cty / 21 hwy,Manual,Gas,Standard,3.6L V-6 Gas,4WD,Personal or Rental Use
2018 Subaru Outback,2.5i Limited,Great Price,"$22,748 ","34,304","Addison, TX",Tungsten Metallic,Warm Ivory,0 reported accidents,Clean,25 cty / 32 hwy,Automatic,Gas,Well Equipped,2.5L Flat-4 Gas,AWD,Personal or Rental Use
2016 BMW X1,xDrive28i AWD,Fair Price,"$23,990 ","35,102","Oklahoma City, OK",Mineral Gray Metallic,Black,0 reported accidents,Clean,22 cty / 32 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2016 Kia Sorento,LX V6 FWD,Great Price,"$13,500 ","90,407","Rogers, AR",Ebony Black,Stone Beige,0 reported accidents,Clean,18 cty / 26 hwy,Automatic,Gas,Minimal Options,3.3L V-6 Gas,FWD,Personal or Rental Use
2019 Volkswagen Tiguan,SEL FWD,Fair Price,"$27,990 ","8,393","Oklahoma City, OK",Platinum Gray Metallic,Titan Black,0 reported accidents,Clean,22 cty / 29 hwy,Automatic,Gas,Fully Loaded,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2018 Hyundai Santa Fe Sport,Base 2.4L FWD,Great Price,"$14,985 ","41,916","Weatherford, TX",Pearl White,Gray,0 reported accidents,Clean,21 cty / 27 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2018 Subaru Forester,2.0XT Premium CVT,Fair Price,"$23,990 ","43,026","Oklahoma City, OK",Quartz Blue Pearl,Black,0 reported accidents,Clean,23 cty / 27 hwy,Automatic,Gas,Standard,2.0L Flat-4 Gas Turbocharged,AWD,Personal or Rental Use
2019 MINI Countryman,Cooper S FWD,Fair Price,"$27,990 ","13,969","Oklahoma City, OK",Melting Silver Metallic,Carbon Black,0 reported accidents,Clean,23 cty / 32 hwy,Automatic,Gas,NA,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2018 Toyota C-HR,XLE FWD,Great Price,"$18,173 ","19,746","Plano, TX",Iceberg/Ruby Flare Pearl,Black,0 reported accidents,Clean,27 cty / 31 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas,FWD,Personal or Rental Use
2019 Nissan Pathfinder,SL FWD,Fair Price,"$25,990 ","27,768","Oklahoma City, OK",Glacier White,Charcoal,0 reported accidents,Clean,20 cty / 27 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2011 Ford Edge,SEL FWD,Fair Price,"$10,995 ","99,750","Oklahoma City, OK",Black,Charcoal Black,0 reported accidents,Clean,19 cty / 27 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2018 Alfa Romeo Stelvio,AWD,Great Price,"$23,900 ","26,420","Yukon, OK",Montecarlo Blue Metallic,Black,0 reported accidents,Clean,22 cty / 28 hwy,Automatic,Gas,Minimal Options,2.0L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2019 Chevrolet Traverse,LS with 1LS FWD,Fair Price,"$24,365 ","42,457","Oklahoma City, OK",Mosaic Black Metallic,Jet Black,0 reported accidents,Clean,18 cty / 27 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,FWD,Personal or Rental Use
2016 Jeep Cherokee,Sport FWD,Fair Price,"$15,990 ","48,833","Oklahoma City, OK",True Blue Pearlcoat,Black,0 reported accidents,Clean,22 cty / 31 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2016 Chevrolet Traverse,LT with 1LT FWD,Fair Price,"$20,590 ","43,852","Oklahoma City, OK",Blue Velvet Metallic,Ebony,0 reported accidents,Clean,15 cty / 22 hwy,Automatic,Gas,Standard,3.6L V-6 Gas,FWD,Fleet or Mixed Use
2013 Land Rover Range Rover Sport,SC,Excellent Price,"$24,498 ","73,510","McKinney, TX",Fuji White,Ebony,0 reported accidents,Clean,12 cty / 17 hwy,Automatic,Gas,Standard,5.0L V-8 Gas Supercharged,4WD,Personal or Rental Use
2018 Subaru Outback,2.5i Premium,Great Price,"$22,302 ","29,844","Rockwall, TX",Crystal White Pearl,Slate Black,0 reported accidents,Clean,25 cty / 32 hwy,Automatic,Gas,Fully Loaded,2.5L Flat-4 Gas,AWD,Personal or Rental Use
2016 Jeep Wrangler,Unlimited Sport,Great Price,"$29,797 ","54,691","Frisco, TX",Billet Silver Metallic Clearcoat,Black,0 reported accidents,Clean,16 cty / 21 hwy,Automatic,Gas,Well Equipped,3.6L V-6 Gas,4WD,Personal or Rental Use
2019 Kia Sportage,LX FWD,Great Price,"$15,977 ","32,610","Corinth, TX",Clear White,Black,0 reported accidents,Clean,23 cty / 30 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2017 Toyota Highlander,XLE V6 FWD,Great Price,"$26,402 ","55,728","Arlington, TX",Midnight Black Metallic,Black,0 reported accidents,Clean,21 cty / 27 hwy,Automatic,Gas,NA,3.5L V-6 Gas,FWD,Personal or Rental Use
2019 Volkswagen Tiguan,SEL 4MOTION,Great Price,"$28,990 ","4,616","Oklahoma City, OK",Habanero Orange Metallic,Titan Black,0 reported accidents,Clean,21 cty / 29 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,AWD,Fleet or Mixed Use
2017 Hyundai Tucson,SE Plus FWD,Great Price,"$18,199 ","29,857","Denton, TX",Black Noir Pearl,Black,0 reported accidents,Clean,23 cty / 30 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas,FWD,Personal or Rental Use
2018 Ford Escape,S FWD,Excellent Price,"$15,487 ","14,205","McKinney, TX",Shadow Black,Charcoal Black,0 reported accidents,Clean,21 cty / 29 hwy,Automatic,Gas,Minimal Options,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2017 Ford Escape,Titanium FWD,Great Price,"$16,590 ","45,868","Yukon, OK",Magnetic Metallic,Charcoal Black,0 reported accidents,Clean,23 cty / 30 hwy,Automatic,Gas,Minimal Options,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2017 Toyota RAV4,XLE FWD,Great Price,"$20,881 ","26,033","Tulsa, OK",Super White,Nutmeg,0 reported accidents,Clean,23 cty / 30 hwy,Automatic,Gas,NA,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2019 INFINITI QX30,ESSENTIAL FWD,Great Price,"$25,460 ","11,933","Yukon, OK",Chestnut Bronze,Graphite,0 reported accidents,Clean,24 cty / 33 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2019 GMC Acadia,SLT with SLT-1 FWD,Great Price,"$27,980 ","27,497","Yukon, OK",Ebony Twilight Metallic,Jet Black,0 reported accidents,Clean,21 cty / 26 hwy,Automatic,Gas,Standard,3.6L V-6 Gas,FWD,Fleet or Mixed Use
2017 Chevrolet Traverse,Premier FWD,Great Price,"$25,881 ","37,846","Broken Arrow, OK",Tungsten Metallic,Ebony,0 reported accidents,Clean,15 cty / 22 hwy,Automatic,Gas,Fully Loaded,3.6L V-6 Gas,FWD,Personal or Rental Use
2017 Jeep Grand Cherokee,Limited RWD,Great Price,"$23,400 ","54,354","Denison, TX",Bright White Clearcoat,Black,0 reported accidents,Clean,19 cty / 26 hwy,Automatic,Gas,Standard,3.6L V-6 Gas,RWD,Personal or Rental Use
2017 Mazda CX-5,Touring FWD,Excellent Price,"$18,999 ","33,156","Richardson, TX",Deep Crystal Blue Mica,Silk Beige,0 reported accidents,Clean,24 cty / 31 hwy,Automatic,Gas,Minimal Options,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2013 Honda Pilot,LX FWD,Great Price,"$11,995 ","110,183","Denton, TX",Obsidian Blue Pearl,Unknown,0 reported accidents,Clean,18 cty / 25 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2016 Nissan Rogue,SV FWD,Great Price,"$12,777 ","89,610","McKinney, TX",Pearl White,Almond,0 reported accidents,Clean,26 cty / 33 hwy,Automatic,Gas,Minimal Options,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2014 Acura MDX,SH-AWD with Technology Package,Great Price,"$17,999 ","100,220","Carrollton, TX",Crystal Black Pearl,Black,0 reported accidents,Clean,18 cty / 27 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,AWD,Personal or Rental Use
2018 Alfa Romeo Stelvio,Ti,Excellent Price,"$25,764 ","50,904","Lewisville, TX",Silverstone Gray Metallic,Black,0 reported accidents,Clean,22 cty / 28 hwy,Automatic,Gas,Well Equipped,2.0L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2017 Jeep Grand Cherokee,Limited 4WD,Great Price,"$28,200 ","33,700","Yukon, OK",True Blue Pearlcoat,Black,0 reported accidents,Clean,18 cty / 25 hwy,Automatic,Gas,Well Equipped,3.6L V-6 Gas,4WD,Personal or Rental Use
2015 Chevrolet Suburban,LT 4WD,Great Price,"$24,500 ","123,953","Carrollton, TX",Tungsten Metallic,Jet Black/Dark Ash,2 reported accidents,Clean,15 cty / 22 hwy,Automatic,Gas,Standard,5.3L V-8 Gas,4WD,Personal or Rental Use
2012 Cadillac SRX,FWD,Excellent Price,"$10,225 ","112,187","Bentonville, AR",Radiant Silver Metallic,Titanium W/Ebony Accents,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Standard,3.6L V-6 Gas,FWD,Personal or Rental Use
2016 Ford Escape,SE FWD,Fair Price,"$15,590 ","42,705","Oklahoma City, OK",Oxford White,Charcoal Black,0 reported accidents,Clean,23 cty / 32 hwy,Automatic,Gas,Standard,1.6L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2017 Jeep Grand Cherokee,Limited 4WD,Great Price,"$24,900 ","52,200","Plano, TX",Billet Silver Metallic Clearcoat,Black,1 reported accidents,Clean,18 cty / 25 hwy,Automatic,Gas,Well Equipped,3.6L V-6 Gas,4WD,Personal or Rental Use
2017 Toyota RAV4,SE AWD,Excellent Price,"$19,962 ","36,739","Weatherford, TX",Black,Black,0 reported accidents,Clean,22 cty / 28 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,AWD,Fleet or Mixed Use
2016 Dodge Journey,R/T FWD,Great Price,"$12,250 ","94,395","Grapevine, TX",Pitch Black Clearcoat,Black/Red,1 reported accidents,Clean,17 cty / 25 hwy,Automatic,Gas,Standard,3.6L V-6 Gas,FWD,Personal or Rental Use
2017 Chevrolet Traverse,LS with 1LS FWD,Great Price,"$20,400 ","30,860","Yukon, OK",Blue Velvet Metallic,Dark Titanium/Light Titanium,0 reported accidents,Clean,15 cty / 22 hwy,Automatic,Gas,Fully Loaded,3.6L V-6 Gas,FWD,Fleet or Mixed Use
2015 Dodge Journey,SXT FWD,Great Price,"$10,980 ","87,346","Lawton, OK",Billet Silver Metallic Clearcoat,Black,0 reported accidents,Clean,19 cty / 26 hwy,Automatic,Gas,Standard,3.6L V-6 Gas,FWD,Personal or Rental Use
2012 Ford Expedition,Limited RWD,Great Price,"$11,995 ","150,688","Waxahachie, TX",White Platinum Metallic Tri-Coat,Stone,0 reported accidents,Clean,14 cty / 20 hwy,Automatic,Gas,Standard,5.4L V-8 Gas,RWD,Personal or Rental Use
2019 Mazda CX-5,Touring FWD,Fair Price,"$24,990 ","6,891","Oklahoma City, OK",Soul Red Crystal Metallic,Black,0 reported accidents,Clean,25 cty / 31 hwy,Automatic,Gas,Fully Loaded,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2017 Jeep Cherokee,Limited 4WD,Great Price,"$19,800 ","43,713","Yukon, OK",Bright White Clearcoat,Black,0 reported accidents,Clean,21 cty / 28 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,4WD,Personal or Rental Use
2012 GMC Acadia,Denali FWD,Excellent Price,"$9,995 ","154,412","Plano, TX",White Diamond Tricoat,Cashmere,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Well Equipped,3.6L V-6 Gas,FWD,Personal or Rental Use
2019 Nissan Rogue,SV FWD,Great Price,"$19,989 ","9,937","Joplin, MO",Glacier White,Charcoal,0 reported accidents,Clean,26 cty / 33 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2013 Cadillac SRX,Luxury Collection FWD,Fair Price,"$15,860 ","65,108","Yukon, OK",Black Ice Metallic,Ebony W/Ebony Accents,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Fully Loaded,3.6L V-6 Gas,FWD,Personal or Rental Use
2015 Ford Explorer,Limited FWD,Excellent Price,"$17,971 ","73,441","Rockwall, TX",Oxford White,Charcoal Black,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Fleet or Mixed Use
2013 Acura RDX,FWD with Technology Package,Great Price,"$14,649 ","110,769","Wichita, KS",Crystal Black Pearl,Tan,0 reported accidents,Clean,20 cty / 28 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2018 Lincoln MKC,Reserve AWD,Excellent Price,"$27,769 ","21,819","Plano, TX",White Platinum Metallic Tri-Coat,Hazelnut,0 reported accidents,Clean,19 cty / 25 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2017 Ford Expedition,EL XLT RWD,Great Price,"$25,587 ","88,448","Andover, KS",Black,Unknown,0 reported accidents,Clean,15 cty / 20 hwy,Automatic,Gas,Standard,3.5L V-6 Gas Turbocharged,RWD,Fleet or Mixed Use
2017 Ford Flex,SEL AWD,Excellent Price,"$17,488 ","69,484","Denton, TX",Magnetic Metallic,Dune,0 reported accidents,Clean,16 cty / 22 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,AWD,Personal or Rental Use
2015 Honda CR-V,LX FWD,Great Price,"$12,800 ","106,705","Abilene, TX",Obsidian Blue Pearl,Gray,0 reported accidents,Clean,27 cty / 34 hwy,Automatic,Gas,NA,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2018 GMC Terrain,SLE FWD,Great Price,"$17,674 ","40,609","Grapevine, TX",Summit White,Jet Black,0 reported accidents,Clean,26 cty / 30 hwy,Automatic,Gas,Fully Loaded,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2014 Honda CR-V,EX-L AWD,Excellent Price,"$16,187 ","81,709","Tulsa, OK",Diamond White,Beige,0 reported accidents,Clean,22 cty / 30 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,AWD,Personal or Rental Use
2018 Jeep Renegade,Altitude FWD,Fair Price,"$18,151 ","12,598","Norman, OK",Glacier Metallic,Black,0 reported accidents,Clean,24 cty / 31 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2018 Toyota RAV4,SE FWD,Great Price,"$23,668 ","7,559","Weatherford, TX",Super White,Cinnamon,0 reported accidents,Clean,23 cty / 29 hwy,Automatic,Gas,NA,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2019 Jeep Compass,Limited FWD,Great Price,"$20,804 ","22,228","Nevada, MO",Granite Crystal Metallic Clearcoat,Black,0 reported accidents,Clean,22 cty / 31 hwy,Automatic,Gas,Fully Loaded,2.4L Inline-4 Gas,FWD,Fleet or Mixed Use
2014 MINI Countryman,S FWD,Excellent Price,"$10,997 ","80,473","Carrollton, TX",Unknown,Unknown,1 reported accidents,Clean,26 cty / 32 hwy,Automatic,Gas,Standard,1.6L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2015 Chevrolet Equinox,LTZ AWD,Great Price,"$19,900 ","13,726","Tulsa, OK",Summit White,Brownstone/Jet Black,0 reported accidents,Clean,20 cty / 29 hwy,Automatic,Gas,Fully Loaded,3.6L V-6 Gas,AWD,Personal or Rental Use
2019 Jeep Cherokee,Trailhawk 4WD,Great Price,"$22,970 ","30,812","Yukon, OK",Billet Silver Metallic Clearcoat,Black,0 reported accidents,Clean,18 cty / 24 hwy,Automatic,Gas,Minimal Options,3.2L V-6 Gas,4WD,Personal or Rental Use
2017 Nissan Rogue,2017.5 SV AWD,Great Price,"$16,431 ","30,018","Frisco, TX",Magnetic Black,Charcoal,0 reported accidents,Clean,25 cty / 32 hwy,Automatic,Gas,Minimal Options,2.5L Inline-4 Gas,AWD,Personal or Rental Use
2017 Mitsubishi Outlander,SEL FWD,Excellent Price,"$13,990 ","43,374","Arlington, TX",Labrador Black Pearl,Black,0 reported accidents,Clean,25 cty / 30 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2017 Ford Escape,Titanium FWD,Great Price,"$16,400 ","59,389","Rogers, AR",Ingot Silver Metallic,Medium Light Stone,0 reported accidents,Clean,23 cty / 30 hwy,Automatic,Gas,Standard,1.5L Inline-4 Gas Turbocharged,FWD,Fleet or Mixed Use
2019 Volkswagen Atlas,V6 SE with Technology 3.6L 4MOTION,Great Price,"$29,784 ","39,630","Joplin, MO",Deep Black Pearl,Titan Black,0 reported accidents,Clean,17 cty / 23 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,AWD,Personal or Rental Use
2018 Acura RDX,FWD,Great Price,"$25,966 ","19,530","Plano, TX",Crystal Black Pearl,Ebony,0 reported accidents,Clean,20 cty / 28 hwy,Automatic,Gas,NA,3.5L V-6 Gas,FWD,Personal or Rental Use
2017 Audi Q5,Premium Plus 2.0T TFSI,Great Price,"$25,991 ","29,126","Lewisville, TX",Glacier White Metallic,Pistachio Beige,0 reported accidents,Clean,20 cty / 27 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2017 Toyota RAV4,Hybrid XLE AWD,Fair Price,"$21,860 ","49,843","Yukon, OK",Super White,Black,0 reported accidents,Clean,34 cty / 30 hwy,Automatic,Hybrid,NA,2.5L Inline-4 Hybrid,AWD,Personal or Rental Use
2013 Ford Escape,SEL FWD,Great Price,"$11,387 ","79,194","Andover, KS",Tuxedo Black,Unknown,0 reported accidents,Clean,23 cty / 33 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Fleet or Mixed Use
2017 Volkswagen Tiguan,S FWD,Fair Price,"$15,700 ","26,504","Yukon, OK",Reflex Silver Metallic,Charcoal Black,0 reported accidents,Clean,20 cty / 24 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Fleet or Mixed Use
2019 Hyundai Tucson,SE FWD,Fair Price,"$16,999 ","34,759","Tulsa, OK",Aqua Blue,Black,0 reported accidents,Clean,23 cty / 30 hwy,Automatic,Gas,Minimal Options,2.0L Inline-4 Gas,FWD,Personal or Rental Use
2013 Chevrolet Equinox,LTZ FWD,Great Price,"$10,878 ","105,093","Andover, KS",Black,Light Titanium/Jet Black,1 reported accidents,Clean,22 cty / 32 hwy,Automatic,Gas,Well Equipped,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2017 Kia Sorento,LX I4 AWD,Fair Price,"$15,990 ","78,590","Oklahoma City, OK",Ebony Black,Satin Black,0 reported accidents,Clean,21 cty / 25 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,AWD,Fleet or Mixed Use
2014 Ford Expedition,EL Limited 4WD,Excellent Price,"$13,495 ","172,815","Denton, TX",Sterling Gray Metallic,Charcoal Black,0 reported accidents,Clean,13 cty / 18 hwy,Automatic,Gas,Standard,5.4L V-8 Gas,4WD,Personal or Rental Use
2012 Toyota RAV4,Limited V6 FWD,Fair Price,"$15,990 ","68,540","Oklahoma City, OK",Classic Silver Metallic,Sand Beige,0 reported accidents,Clean,19 cty / 27 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2016 Kia Sorento,EX V6 FWD,Great Price,"$16,487 ","64,807","McKinney, TX",Snow White Pearl,Stone Beige,0 reported accidents,Clean,18 cty / 26 hwy,Automatic,Gas,Minimal Options,3.3L V-6 Gas,FWD,Personal or Rental Use
2015 Acura RDX,FWD,Great Price,"$16,497 ","56,802","Ft. Worth, TX",Gray,Ebony,0 reported accidents,Clean,20 cty / 28 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2017 Lexus NX,NX Turbo FWD,Great Price,"$27,490 ","25,786","Plano, TX",White Pearl,Tan,0 reported accidents,Clean,22 cty / 28 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2016 Ford Edge,Sport AWD,Excellent Price,"$20,211 ","67,491","Broken Arrow, OK",Shadow Black,Ebony,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Standard,2.7L V-6 Gas Turbocharged,AWD,Fleet or Mixed Use
2019 Jeep Grand Cherokee,Limited RWD,Fair Price,"$29,099 ","29,981","Stillwater, OK",Billet Silver Metallic Clearcoat,Black,0 reported accidents,Clean,19 cty / 26 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,RWD,Personal or Rental Use
2018 Jeep Compass,Limited 4WD,Great Price,"$21,300 ","35,985","Yukon, OK",White Clearcoat,Black,0 reported accidents,Clean,22 cty / 30 hwy,Automatic,Gas,Well Equipped,2.4L Inline-4 Gas,4WD,Personal or Rental Use
